X0,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27 ,X28,X29 ,X30,X31,X32,X33,X34,X35,X36,X37,X38,X39,X40,X41,X42,X43,X44,X45,X46,X47,X48,X49,X50,X51
0,0.517640131,0.56476023,0.56476023,0.998378064,0.80855144,0.303342527,0.780770394,0.000128472,2210000000,0.468540466,0.000307031,0,0.188614049,0.15429706,0.331399873,0.017015291,0.04901881,0.120810424,0.021356769,0.847216258,0.68234523,0.000369375,0.383303528,0.630227326,0.014813194,0.183360039,0.816639961,0.004963276,0.386731323,0.005365848,0.049009071,0.395180749,0.04047976,0.003899802,0.030827079,0.332104656,0.160420735,0.001396429,0.010801587,0.671567526,0.141462075,0.611816906,0,0.743207398,0.120529831,0.623847529,0.564755688,0.026687266,0.564609011,1,0.019161211
0,0.489319557,0.569646435,0.569646435,0.998501584,0.808711452,0.303394734,0.780918324,8330000000,0,0.463613564,0.00030403,0,0.141081286,0.201569443,0.319410059,0.004461787,0.085660777,0.159674625,0.021401997,0.847902908,0.689168195,0.000393331,0.378991096,0.630237257,0.013410664,0.176285637,0.823714363,0.004954433,0.382384255,0.005365848,0.085625417,0.399836286,0.044977511,0.008086518,0.00630407,0.382284435,0.021880586,0.00125659,0.008161409,0.671579479,0.12205615,0.591270312,0,0.749403356,0.002251091,0.624084178,0.569643393,0.02668285,0.564582993,1,0.020085751
0,0.54344451,0.572471497,0.572471497,0.998487371,0.808966509,0.303831242,0.781082535,0.000142811,4570000000,0.47036394,0.000216022,0,0.190594581,0.198827645,0.322982245,0.007259858,0.079146649,0.159674625,0.021679009,0.847496075,0.689324525,0.000427918,0.379978391,0.630276298,0.002722075,0.067720773,0.932279227,0.005124732,0.372765236,0.005365848,0.079152214,0.394927541,0.032983508,0.007598082,0.004955716,0.384116144,0.020963366,0.001750155,0.007030941,0.671398694,0.114695722,0.600731092,0,0.776177531,0.004734086,0.623658293,0.572470023,0.026702029,0.564694269,1,0.056951167
0,0.503346004,0.573264244,0.573264244,0.998569641,0.808706375,0.303215151,0.781038184,7320000000,0,0.465804417,0.000326033,0,0.156630568,0.18663137,0.322168777,0.011842643,0.073609641,0.142351435,0.021596043,0.847372954,0.687198146,0.000363261,0.379987705,0.630211915,0.016792055,0.192066995,0.807933005,0.005064499,0.387554436,0.005365848,0.074397056,0.401300603,0.050974513,0.007327393,0.009256349,0.379876077,0.02621818,0.001586566,0.014476731,0.671518069,0.146268182,0.593982242,0,0.741395798,0.002736497,0.623734879,0.573263568,0.026701124,0.564689118,1,0.018117464
0,0.565822582,0.575837069,0.575837069,0.998652026,0.808892817,0.303402468,0.781129973,3200000000,321000000,0.468585759,0.000222022,0,0.17706797,0.187860452,0.329879041,0.01373323,0.075482453,0.145891391,0.022157099,0.848095236,0.689549296,0.000438498,0.382344175,0.630066369,0.013231016,0.175287964,0.824712036,0.004975122,0.384515851,0.005365848,0.075439282,0.397225166,0.043478261,0.005295944,0.034076054,0.356900568,0.157777796,0.001163255,0.004883797,0.671572026,0.136665066,0.614467284,0,0.765407068,0.115349142,0.62380775,0.575835837,0.026641745,0.564328658,1,0.020218305
0,0.475667862,0.575894723,0.575815448,0.998527235,0.80867031,0.303250198,0.780876078,0.000156456,0.000137526,0.457581171,0.000182018,0,0.171674181,0.156471589,0.301160076,0.018905879,0.056998616,0.104617007,0.02216214,0.848085025,0.689538332,0.000526363,0.368885287,0.630360885,0.023159066,0.212866947,0.787133053,0.005053209,0.394037572,0.005365848,0.057232889,0.401031319,0.050974513,0.006526426,0.03198449,0.345763325,0.088432576,0.001739147,0.017411443,0.671648982,0.147397063,0.52459646,0,0.745900634,0.127279675,0.624047837,0.575895756,0.026721217,0.564801272,1,0.015961937
0,0.508431929,0.576110927,0.576110927,0.998486909,0.808405228,0.302884991,0.780657832,0.000201554,0,0.471927397,0.000580058,0,0.160675909,0.192398601,0.3219212,0.005460018,0.083136552,0.138510206,0.021476113,0.847367519,0.688395491,0.000472861,0.379242577,0.629997192,0.007681996,0.135108988,0.864891012,0.005169643,0.378614262,0.005365848,0.083141987,0.395206203,0.034482759,0.00816337,0.006083751,0.382329662,0.02545316,0.001811335,0.020931554,0.671689237,0.132130023,0.586668111,0,0.744635421,0.003754327,0.623349253,0.576107157,0.026619563,0.564181589,1,0.02730803
1,0.515659297,0.578164863,0.578164863,0.998647751,0.807893943,0.301556855,0.780016567,737000000,0,0.45898023,0.000465047,0,0.137162361,0.171315118,0.314387777,0.00331231,0.090383519,0.135422159,0.022192862,0.848105941,0.689455896,0.00033102,0.375423792,0.625582869,0.121796661,0.276869124,0.723130876,0.004984355,0.514238967,0.005365848,0.090356148,0.393715092,0.007496252,0.000100761,0.020339879,0.370728839,0.621376678,0.001891175,0.00949855,0.67163886,0.480440416,0.56038008,0,0.777093603,0.387361107,0.623851962,0.578164435,0.026053196,0.55349435,1,0.011326357
0,0.504523797,0.578496375,0.578496375,0.998546185,0.808898155,0.303633774,0.781044499,0.000180624,3380000000,0.466604598,0.00069507,0,0.151742447,0.177744162,0.329879041,0.015850689,0.064571289,0.146192664,0.022187236,0.848093107,0.689645754,0.000358944,0.393567676,0.629711579,0.020709654,0.205913475,0.794086525,0.004886691,0.385297585,0.005365848,0.066637354,0.395873385,0.065967016,0.001869207,0.005237725,0.384692793,0.012192725,0.00197185,0.033865301,0.671552884,0.122761853,0.649382804,0,0.744769702,0.0017193,0.624244383,0.578496104,0.026570626,0.563829547,1,0.016635152
1,0.480218427,0.578647718,0.578647718,0.998496153,0.80870989,0.303388933,0.780953552,0.000233123,691000000,0.458228697,0.000360036,0,0.162951414,0.146733478,0.311275377,0.024880137,0.04136471,0.113127966,0.021740325,0.844743394,0.686211693,0.000327975,0.371781975,0.630095478,0.034198743,0.234452943,0.765547057,0.005023231,0.406753332,0.005365848,0.041338935,0.406977009,0.055472264,0.010513327,0.013066404,0.371712535,0.040757889,0.001777586,0.021422778,0.67155454,0.191477936,0.544629315,0,0.739197981,0.009916654,0.623858548,0.57864353,0.026661613,0.564454407,1,0.014119441
0,0.503292467,0.578928782,0.578928782,0.998656879,0.808975102,0.303427363,0.781206605,7680000000,2280000000,0.460528589,0.000218022,0,0.182293203,0.192304056,0.312477895,0.013914727,0.075482453,0.1446863,0.022085812,0.848046922,0.689359265,0.000988293,0.371577065,0.629815003,0.021614277,0.208604166,0.791395834,0.004876569,0.385970838,0.005365848,0.075504421,0.397627083,0.031484258,0.002765811,0.007772865,0.38405961,0.03383159,0.001580195,0.004304393,0.671678607,0.110933234,0.552025725,0,0.779546403,0.006550428,0.625888079,0.578929515,0.02664756,0.564366023,1,0.01636886
0,0.521548263,0.579570187,0.579570187,0.998679757,0.808990075,0.303520417,0.781223588,6420000000,0,0.462830159,0.000337034,0,0.148034217,0.195234944,0.320400368,0.012674501,0.078576663,0.154477668,0.02213439,0.848064791,0.689537581,0.000376462,0.378814128,0.629829043,0.024259751,0.215648336,0.784351664,0.004957353,0.395351646,0.005365848,0.079217353,0.404550771,0.061469265,0.008407588,0.009241661,0.383279437,0.022677524,0.001589353,0.008780034,0.671547055,0.138745002,0.584085739,0,0.76299418,0.002472503,0.624027503,0.579570629,0.026607594,0.564099134,1,0.015703347
1,0.411638739,0.580701653,0.580701653,0.998505628,0.808720827,0.303389175,0.780792148,0.000256597,0,0.45735135,0.000407041,0,0.143609625,0.186347736,0.314069463,0.00816734,0.077843824,0.150410484,0.021692821,0.847757329,0.687875373,0.00037746,0.365699862,0.630337256,0.010912921,0.161199625,0.838800375,0.00516639,0.377873907,0.005365848,0.077857573,0.402143289,0.062968516,0.006762105,0.012587577,0.372854526,0.010675903,0.001965807,0.052490326,0.671623207,0.110933234,0.51857451,0,0.714774479,0.000499186,0.623547531,0.580697555,0.026711121,0.564745499,1,0.022314067
0,0.4927994,0.582099771,0.582099771,0.998637929,0.808854539,0.303360654,0.781054745,0.000146511,9510000000,0.455128625,0.000434043,0,0.152374531,0.203460338,0.314069463,0.004839905,0.087940721,0.161557581,0.022172381,0.848077649,0.689465043,0.000408154,0.367804851,0.630066711,0.007163115,0.129969465,0.870030535,0.005056685,0.376641474,0.005365848,0.08791343,0.397268037,0.04197901,0.008528843,0.003677864,0.387971778,0.014346845,0.001800588,0.012225974,0.67149978,0.122510333,0.523854964,0,0.765198287,0.003002349,0.623814358,0.58209639,0.026640754,0.564322236,1,0.028521796
0,0.521708871,0.582157425,0.582207873,0.998605923,0.808732675,0.303201616,0.78105671,0.000180393,0.000132772,0.466260705,0.000253025,0,0.164426278,0.196085847,0.321991936,0.008091716,0.081833727,0.152142803,0.022062281,0.848045569,0.68936391,0.000416214,0.381543162,0.63032116,0.008298452,0.140853161,0.859146839,0.00503961,0.37758537,0.005429219,0.081831062,0.396486979,0.04197901,0.003629967,0.033127212,0.352796183,0.122029835,0.001809577,0.017199477,0.671530427,0.124200721,0.598401784,0,0.753603507,0.062418389,0.623889159,0.582152892,0.026710797,0.56474369,1,0.026059139
0,0.417099416,0.583101515,0.583101515,0.998582467,0.808854149,0.303476186,0.781115938,0.000218206,0.000185575,0.455011198,0.000352035,0,0.146896465,0.197976742,0.315590295,0.008227839,0.080693755,0.15568276,0.022187568,0.848085731,0.689573187,0.000367578,0.367115607,0.630586567,0.002650945,0.066330078,0.933669922,0.010615482,0.370737648,0.005365848,0.0811471,0.402278601,0.104947526,0.004152559,0.022096559,0.364091721,0.001679928,0.001837481,0.039377811,0.671575916,0.110933234,0.524889985,0,0.705462234,0.000937748,0.623695382,0.583099409,0.026783295,0.565120626,1,0.058145042
0,0.406445741,0.583396993,0.583396993,0.997951117,0.807956568,0.303130557,0.780012778,0.000854785,0.000384903,0.4566384,0.001047105,0,0.15776832,0.169046043,0.313326731,0.006564121,0.064327009,0.136024704,0.021910777,0.847108818,0.6878679,0.000363985,0.372266309,0.630156436,0.00542044,0.110046256,0.889953744,0.005067586,0.373650978,0.005365848,0.064300487,0.400971031,0.03898051,0.02163293,0.002150317,0.384681486,0.005364592,0.001933048,0.066919312,0.671391637,0.112043492,0.518779065,0,0.679630482,0.000405508,0.623687261,0.583391673,0.026663282,0.564464721,1,0.03425898
1,0.496439852,0.584160913,0.584326669,0.998533706,0.808765354,0.303357995,0.780975306,0.000286663,0.000210534,0.461629048,0.000620062,0,0.172221988,0.199489458,0.317712386,0.005686888,0.083869392,0.157490397,0.021712369,0.8478439,0.689234184,0.000416114,0.376494914,0.629847194,0.004993662,0.104423013,0.895576987,0.005326706,0.374033457,0.006529078,0.083874803,0.396951862,0.031484258,0.020953219,0.007855118,0.380758011,0.021786139,0.001972157,0.019072272,0.671419045,0.116947508,0.565953863,0,0.767152957,0.005748598,0.622144752,0.58415896,0.026602681,0.564064625,1,0.03625865
0,0.510626907,0.584874386,0.584874386,0.998619904,0.808867429,0.303422529,0.781058956,0.000209186,0.000175728,0.464296319,0.000354035,0,0.169525094,0.194005862,0.320152791,0.009059697,0.080775181,0.154854259,0.021735979,0.847950728,0.68933572,0.000383075,0.379149436,0.630106779,0.008237354,0.140308976,0.859691024,0.005043726,0.378294411,0.005654675,0.081122673,0.395689843,0.03898051,0.004132066,0.031819984,0.35581511,0.121167906,0.001897241,0.016502261,0.67144617,0.125716751,0.582324993,0,0.763791132,0.066850799,0.623872849,0.584872647,0.026675167,0.564537143,1,0.026174458
0,0.492210504,0.585321207,0.585321207,0.998740304,0.809027962,0.303497939,0.781263447,9590000000,3630000000,0.462878807,0.00019802,0,0.161645106,0.195707668,0.319127113,0.013944976,0.080856608,0.155908714,0.009273018,0.847935882,0.689143641,0.000398422,0.377612608,0.63045472,0.006771902,0.125888079,0.874111921,0.005094226,0.37470671,0.005365848,0.080878401,0.401111702,0.083958021,0.00777228,0.006850462,0.386897628,0.008994668,0.001590154,0.011134432,0.671540269,0.114373034,0.578757588,0,0.754217663,0.004714034,0.623778372,0.585319594,0.026745252,0.564929571,1,0.029557665
0,0.279244071,0.585602272,0.585602272,0.998139574,0.808006694,0.302559906,0.779810391,0.000701567,0.000429897,0.452931062,0,0,0.136530277,0.197220384,0.31704039,0.002193082,0.086800749,0.15779167,0.019209527,0.848032393,0.689489367,0.000356848,0.373058008,0.630612252,0.001752706,0.047434773,0.952565227,0.060555747,0.369637181,0.005365848,0.087025909,0.396390519,0.053973013,0.001967406,0.008818648,0.367800366,0.000137623,0.002011363,0.11310308,0.671888325,0.110933234,0.544161943,0,0.651222623,0.000190457,0.62411308,0.585598111,0.026791157,0.565158396,1,0.080936411
0,0.41121045,0.586337364,0.586358985,0.998789989,0.809174434,0.303636674,0.781420781,6270000000,2460000000,0.44885299,0.000838084,0,0.151110362,0.191453153,0.309613072,0.035936295,0.066606954,0.151690894,0.021770493,0.846989543,0.687829611,0.000375114,0.344910771,0.630575609,0.004389061,0.095836986,0.904163014,0.018556167,0.369637181,0.005365848,0.066629212,0.403176215,0.286356822,0.00525154,0.089003129,0.341376269,0.000788192,0.001717424,0.028128416,0.671551084,0.110933234,0.447389038,0,0.71153278,0.001075896,0.623897824,0.586333347,0.026779985,0.565104557,1,0.039735464
1,0.393918304,0.586373398,0.586373398,0.998691774,0.808086115,0.301842785,0.780308217,0.000161429,0,0.462969393,0.000758076,0,0.132358518,0.127540891,0.325281177,0.01553307,0.075726732,0.098064322,0.02155554,0.847827077,0.688392,0.000232675,0.403319548,0.629888289,0.155945248,0.281222602,0.718777398,0.005134716,0.528356032,0.01021985,0.075724266,0.573957394,0.04197901,0.000541378,0.050673443,0.346554804,0.027562998,0.001924887,0.057039758,0.671572368,0.168665133,0.59912221,0,0.694075072,0.006295495,0.621511847,0.586374019,0.026655654,0.564417257,1,0.011086844
1,0.430055142,0.586611222,0.586611222,0.998567908,0.808153557,0.302248839,0.781061482,0.000289091,0,0.457978746,0.000364036,0,0.116598542,0.173300558,0.311416849,0.01836139,0.061558505,0.085561497,0.021732329,0.843895132,0.684854931,9330000000,0.365168958,0.630461569,0.076939421,0.338482934,0.661517066,0.004877375,0.295893604,0.004445135,0.061580927,0.390738228,0.098950525,0.002018641,0.017355287,0.369225029,0.023842345,0.001928336,0.126337254,0.671554041,0,0.514097384,1,0.57288145,0.008658754,0.623173338,0.586607325,0.02674524,0.564929512,1,0.008499779
1,0.432946089,0.586921114,0.586921114,0.998775546,0.809068193,0.303469902,0.781325062,8640000000,6600000000,0.461523364,0.000216022,0,0.120180355,0.115060981,0.319021009,0.093243795,0.01481964,0.084883633,0.020457211,0.848061909,0.689515335,0.000164924,0.422683581,0.630306434,0.378620086,0.30537836,0.69462164,0.004128852,0,0.005365848,0.014786588,0,0.157421289,0.011999129,0.118564106,0.318841727,0.001901241,0.001883429,0.036071948,0.671541836,0.110933234,0.568591012,1,0.722761256,0.002417803,0.622734311,0.586922849,0.026702754,0.564698392,1,0.009879211
0,0.282135018,0.587000389,0.587000389,0.998851461,0.809170789,0.303501323,0.781419939,116000000,136000000,0.459111078,0.000491049,0,0.131937129,0.155431597,0.309224022,0.091776699,0.04853025,0.09181291,0.020579179,0.847498828,0.688507184,0.000266887,0.33080921,0.630370132,0.064468945,0.260513348,0.739486652,0.005092391,0.425677111,0.005365848,0.048553097,0.452286438,0.676161919,0.002146727,0.232906893,0.307331358,0.009880172,0.00077203,0.018725742,0.671578875,0.119765045,0.510325808,0,0.636073031,0.001408509,0.622455656,0.586995368,0.02672012,0.564795267,1,0.0122978
1,0.460784839,0.587353522,0.587353522,0.998698707,0.808944506,0.30332585,0.781165342,0.000170101,4350000000,0.462169212,0.000346035,0,0.166111837,0.171031483,0.320365,0.02444152,0.065385555,0.132786021,0.020058531,0.847930141,0.689007653,0.000359892,0.381319623,0.630221504,0.018842047,0.19977628,0.80022372,0.005141612,0.387646142,0.005365848,0.066091814,0.404809337,0.071964018,0.015517234,0.014687954,0.379118518,0.012281541,0.002010695,0.037607622,0.671563399,0.11832869,0.577491444,0,0.747669271,0.006222094,0.622723842,0.587351616,0.026691884,0.564635963,1,0.017265348
1,0.450131163,0.587353522,0.587353522,0.998837479,0.809180814,0.303528152,0.781426255,3120000000,0,0.461025138,0.000862086,0,0.12696473,0.112319183,0.31509514,0.166038991,0,0.082774723,0.0215279,0.845983302,0.685937467,0.000204127,0.374026676,0.629914316,1,0.295190011,0.704809989,0.004825874,0.954819351,1,0,0.454522436,0.355322339,0.00067715,0.093018815,0.353802492,0.037792304,0.001647267,0.022957931,0.671565499,0.862994276,0.556862556,0,0.717613798,0.003198215,0.625328012,0.587351173,0.026619676,0.56418236,1,0.010365097
0,0.430162214,0.587908445,0.588319232,0.998624988,0.807451533,0.300689398,0.779562671,0.000259373,2160000000,0.464985783,0.000680068,0,0.187981965,0.182187766,0.319551531,0.003614804,0.089487827,0.143556526,0.021879629,0.847415069,0.685773578,0.000400518,0.379372974,0.630546157,0.001764561,0.047706866,0.952293134,0.005598313,0.370335038,0.006522375,0.089517482,0.396449466,0.017991004,0.019394835,0.011386102,0.379197666,0.038231462,0.001947629,0.036799225,0.671503409,0.11100539,0.579776609,0,0.735118647,0.00600824,0.624289818,0.587907082,0.026771631,0.565063539,1,0.080510693
0,0.511858237,0.5883913,0.5883913,0.998753708,0.809011297,0.30340416,0.781234535,0.00013171,3650000000,0.460531944,0.000432043,0,0.179975559,0.195991302,0.315979345,0.012538379,0.083136552,0.153498531,0.021857173,0.847342085,0.68880005,0.000450601,0.374864945,0.629635553,0.011170994,0.162922877,0.837077123,0.005035745,0.380131877,0.005365848,0.083133845,0.398922595,0.049475262,0.006873967,0.006715333,0.387304674,0.025535191,0.001872052,0.009901277,0.671582004,0.129787115,0.558156843,0,0.775185863,0.011555927,0.624179826,0.588389288,0.026545783,0.563634579,1,0.022038383
0,0.53230901,0.588441748,0.588441748,0.998772657,0.809016765,0.303362588,0.781293483,0.000113555,4530000000,0.467064241,0.000247025,0,0.176393747,0.194384041,0.325245809,0.016576675,0.080693755,0.150937712,0.021746298,0.847785398,0.688726473,0.000404486,0.383582951,0.630456432,0.004771154,0.101339299,0.898660701,0.00503238,0.374201211,0.006158599,0.081016822,0.39580104,0.08095952,0.005418906,0.006521452,0.387847403,0.010843635,0.001878997,0.02040235,0.67161346,0.110933234,0.620543007,0,0.754015957,0.006844737,0.623843584,0.588443117,0.026748776,0.564947874,1,0.037437479
0,0.517586595,0.588528229,0.588528229,0.998672131,0.809101784,0.303748581,0.781303869,0.000215546,0.000102381,0.460892613,0.00029603,0,0.173696852,0.205351234,0.3172526,0.007834596,0.084683658,0.163515854,0.01919197,0.847990525,0.689198174,0.000479074,0.375842927,0.630387597,0.001981597,0.052544064,0.947455936,0.005257213,0.371296829,0.005365848,0.084656472,0.396161426,0.056971514,0.006595593,0.010857336,0.381492956,0.021171057,0.002023547,0.015259237,0.67156719,0.110933234,0.561990507,0,0.777499275,0.001201718,0.623096879,0.588528051,0.026725108,0.564822468,1,0.073300741
1,0.301354462,0.588780467,0.588780467,0.998413652,0.808645442,0.303509782,0.780849973,0.000478273,5690000000,0.454435805,0.000311031,0,0.128439594,0.178973244,0.309365495,0.011162031,0.066769807,0.143255253,0.022208001,0.848067356,0.689488443,0.000235245,0.328517939,0.630529034,0.094974421,0.271457508,0.728542492,0.005328013,0.431840397,0.005365848,0.066751348,0.443369242,0.133433283,0.00923588,0.00614544,0.38072409,0.001539591,0.00189519,0.07262913,0.671543019,0.176968972,0.433371691,0,0.653609848,8140000000,0.623637813,0.588776751,0.026764453,0.565027767,1,0.011635087
0,0.481985117,0.589148013,0.589638075,0.998496037,0.80838687,0.30278952,0.780572077,0.000409584,0.000401882,0.462459425,0.000527053,0,0.160254519,0.184929564,0.318490486,0.006669994,0.080775181,0.146569255,0.021921175,0.847741306,0.685919578,0.000370148,0.377295928,0.630112259,0.010349356,0.157269402,0.842730598,0.005066918,0.380513238,0.006117164,0.080927256,0.397097892,0.035982009,0.004956088,0.01244951,0.37266231,0.052014896,0.001939318,0.032915111,0.671479425,0.129950965,0.571765854,0,0.739935619,0.078773284,0.623787434,0.58914753,0.026682603,0.564581529,1,0.022962856
0,0.527169549,0.58933539,0.58933539,0.998776817,0.809030176,0.303401018,0.781269061,0.000123731,0,0.465482331,0.00040004,0,0.146432936,0.207147584,0.321178468,0.005535641,0.090464946,0.163139263,0.021846743,0.847292135,0.684772323,0.000436103,0.380527924,0.629508157,0.010934807,0.161350788,0.838649212,0.004991835,0.381119389,0.005365848,0.090437572,0.399163745,0.049475262,0.009029234,0.007602485,0.387270754,0.025764999,0.001863773,0.010458428,0.671567952,0.123844091,0.602832812,0,0.773511456,0.002405842,0.624041568,0.589330139,0.026556624,0.563721111,1,0.022289862
0,0.531077681,0.589659695,0.589659695,0.998850421,0.809181074,0.303514375,0.781428922,5530000000,0,0.463273026,790000000,0,0.224937845,0.206296681,0.318490486,0.01350636,0.088266428,0.163214582,0.021915865,0.847888438,0.689021243,0.000427993,0.374734548,0.630496843,0.00179739,0.048462678,0.951537322,0.005054238,0.371366167,0.005365848,0.088247268,0.396097119,0.046476762,0.004478753,0.023944303,0.383143755,0.098331899,0.001739913,0.00335324,0.671569363,0.114011403,0.569013464,0,0.786305233,0.021272757,0.623723205,0.589656037,0.02676931,0.56505203,1,0.079293915
